region,server_age,server_age_years,operational_co2_g,embodied_co2_g,total_co2_g,latency_ms,sla_met,carbon_intensity,carbon_debt_ratio,power_w,task_id,strategy,workload_type,duration_seconds,execution_time
Northern,medium,2.0,5.791466,0.0,5.791466,70,True,533,0.5,93.6,task_000045,reactive,scheduled_job,506.05534255102947,2025-11-09T10:58:19.632070
Northern,medium,2.0,1.943706,0.0,1.943706,70,True,533,0.5,93.6,task_000046,reactive,scheduled_job,169.8400507468487,2025-11-09T11:01:16.201683
Eastern,medium,2.0,0.003574,0.0,0.003574,120,True,748,0.5,93.6,task_000047,reactive,api_request,0.2678920859474691,2025-11-09T11:02:06.030186
Northern,medium,2.0,1.183314,0.0,1.183314,70,True,533,0.5,93.6,task_000048,reactive,scheduled_job,103.39734847732711,2025-11-09T11:03:20.872765
Eastern,medium,2.0,0.350087,0.0,0.350087,120,True,748,0.5,93.6,task_000049,reactive,data_processing,26.243091575796413,2025-11-09T11:06:12.333320
Eastern,medium,2.0,0.254342,0.0,0.254342,120,True,748,0.5,93.6,task_000050,reactive,data_processing,19.06585595934237,2025-11-09T11:07:35.077124
Northern,medium,2.0,6.8666,0.0,6.8666,70,True,533,0.5,93.6,task_000051,reactive,batch_analytics,600.0,2025-11-09T11:08:20.350935
Eastern,medium,2.0,0.106632,0.0,0.106632,120,True,748,0.5,93.6,task_000052,reactive,data_processing,7.993340051027639,2025-11-09T11:13:54.391281
Northern,medium,2.0,3.578925,0.0,3.578925,70,True,533,0.5,93.6,task_000053,reactive,scheduled_job,312.7246402218508,2025-11-09T11:17:34.251115
Northern,medium,2.0,0.553315,0.0,0.553315,70,True,533,0.5,93.6,task_000054,reactive,data_processing,48.348363052061465,2025-11-09T11:17:49.737597
Northern,medium,2.0,0.68666,0.0,0.68666,70,True,533,0.5,93.6,task_000055,reactive,ml_inference,60.0,2025-11-09T11:18:44.186312
Northern,medium,2.0,2.968107,0.0,2.968107,70,True,533,0.5,93.6,task_000056,reactive,scheduled_job,259.3516397032166,2025-11-09T11:19:12.845249
Eastern,medium,2.0,0.003721,0.0,0.003721,120,True,748,0.5,93.6,task_000057,reactive,api_request,0.278932543045797,2025-11-09T11:21:14.334980
Northern,medium,2.0,2.907186,0.0,2.907186,70,True,533,0.5,93.6,task_000058,reactive,scheduled_job,254.02842314102267,2025-11-09T11:21:41.384135
Northern,medium,2.0,0.614062,0.0,0.614062,70,True,533,0.5,93.6,task_000059,reactive,ml_inference,53.65644285427807,2025-11-09T11:22:48.987804
Eastern,medium,2.0,0.01334,0.0,0.01334,120,True,748,0.5,93.6,task_000060,reactive,api_request,1.0,2025-11-09T11:25:30.358071
Eastern,medium,2.0,0.226977,0.0,0.226977,120,True,748,0.5,93.6,task_000061,reactive,data_processing,17.014547310288563,2025-11-09T11:26:02.759578
Eastern,medium,2.0,0.01334,0.0,0.01334,120,True,748,0.5,93.6,task_000062,reactive,api_request,1.0,2025-11-09T11:28:00.266670
Eastern,medium,2.0,0.004846,0.0,0.004846,120,True,748,0.5,93.6,task_000063,reactive,api_request,0.3632925947760828,2025-11-09T11:29:55.073707
Eastern,medium,2.0,0.00967,0.0,0.00967,120,True,748,0.5,93.6,task_000064,reactive,api_request,0.724874855492782,2025-11-09T11:32:09.428720
Eastern,medium,2.0,0.007644,0.0,0.007644,120,True,748,0.5,93.6,task_000065,reactive,api_request,0.5730023742216142,2025-11-09T11:33:45.971991
Eastern,medium,2.0,0.003608,0.0,0.003608,120,True,748,0.5,93.6,task_000066,reactive,api_request,0.2704525011563637,2025-11-09T11:33:54.166155
Eastern,medium,2.0,0.119268,0.0,0.119268,120,True,748,0.5,93.6,task_000067,reactive,data_processing,8.940534512440573,2025-11-09T11:38:01.207566
Northern,medium,2.0,0.566652,0.0,0.566652,70,True,533,0.5,93.6,task_000068,reactive,ml_inference,49.51374662027173,2025-11-09T11:47:34.056777
Eastern,medium,2.0,0.01334,0.0,0.01334,120,True,748,0.5,93.6,task_000069,reactive,api_request,1.0,2025-11-09T11:50:24.246896
Eastern,medium,2.0,0.344567,0.0,0.344567,120,True,748,0.5,93.6,task_000070,reactive,ml_inference,25.82925065730994,2025-11-09T11:50:26.225428
Eastern,medium,2.0,0.244679,0.0,0.244679,120,True,748,0.5,93.6,task_000071,reactive,data_processing,18.341514431527333,2025-11-09T11:53:06.062384
Eastern,medium,2.0,0.001922,0.0,0.001922,120,True,748,0.5,93.6,task_000072,reactive,api_request,0.14406594882830376,2025-11-09T11:54:47.658766
Northern,medium,2.0,0.553445,0.0,0.553445,70,True,533,0.5,93.6,task_000073,reactive,data_processing,48.35971027045946,2025-11-09T11:54:47.786529
Eastern,medium,2.0,0.006191,0.0,0.006191,120,True,748,0.5,93.6,task_000074,reactive,api_request,0.46411543465773064,2025-11-09T11:54:57.718912
Eastern,medium,2.0,0.004012,0.0,0.004012,120,True,748,0.5,93.6,task_000075,reactive,api_request,0.300779977793877,2025-11-09T11:55:30.958464
Northern,medium,2.0,0.429687,0.0,0.429687,70,True,533,0.5,93.6,task_000076,reactive,ml_inference,37.54579402036174,2025-11-09T11:56:30.041641
Eastern,medium,2.0,0.084989,0.0,0.084989,120,True,748,0.5,93.6,task_000077,reactive,data_processing,6.370893837909444,2025-11-09T12:03:54.444986
Eastern,medium,2.0,0.11206,0.0,0.11206,120,True,748,0.5,93.6,task_000078,reactive,data_processing,8.40022477295249,2025-11-09T12:04:27.472486
Eastern,medium,2.0,0.00287,0.0,0.00287,120,True,748,0.5,93.6,task_000079,reactive,api_request,0.2151438833582015,2025-11-09T12:04:53.266609
Eastern,medium,2.0,0.007446,0.0,0.007446,120,True,748,0.5,93.6,task_000080,reactive,api_request,0.55815086061475,2025-11-09T12:07:04.748893
Northern,medium,2.0,2.933166,0.0,2.933166,70,True,533,0.5,93.6,task_000081,reactive,scheduled_job,256.29850681437256,2025-11-09T12:08:13.376550
Northern,medium,2.0,0.355596,0.0,0.355596,70,True,533,0.5,93.6,task_000082,reactive,ml_inference,31.071801344942628,2025-11-09T12:09:41.366026
Eastern,medium,2.0,0.011993,0.0,0.011993,120,True,748,0.5,93.6,task_000083,reactive,api_request,0.8989818805963353,2025-11-09T12:10:50.131725
Northern,medium,2.0,4.351305,0.0,4.351305,70,True,533,0.5,93.6,task_000084,reactive,scheduled_job,380.2147949268615,2025-11-09T12:12:12.669617
Eastern,medium,2.0,0.01334,0.0,0.01334,120,True,748,0.5,93.6,task_000085,reactive,api_request,1.0,2025-11-09T12:14:38.367383
Northern,medium,2.0,0.518885,0.0,0.518885,70,True,533,0.5,93.6,task_000086,reactive,data_processing,45.33992810037179,2025-11-09T12:14:54.592709
Eastern,medium,2.0,0.226557,0.0,0.226557,120,True,748,0.5,93.6,task_000087,reactive,data_processing,16.983097635123578,2025-11-09T12:15:52.195915
Eastern,medium,2.0,0.003216,0.0,0.003216,120,True,748,0.5,93.6,task_000088,reactive,api_request,0.24110691284307934,2025-11-09T12:16:28.394621
Eastern,medium,2.0,0.232032,0.0,0.232032,120,True,748,0.5,93.6,task_000089,reactive,ml_inference,17.39350564953565,2025-11-09T12:17:26.278575
Northern,medium,2.0,4.481592,0.0,4.481592,70,True,533,0.5,93.6,task_000090,reactive,scheduled_job,391.5991874023173,2025-11-09T12:24:03.080251
Eastern,medium,2.0,0.003484,0.0,0.003484,120,True,748,0.5,93.6,task_000091,reactive,api_request,0.26115494996237926,2025-11-09T12:24:03.111018
Northern,medium,2.0,4.588096,0.0,4.588096,70,True,533,0.5,93.6,task_000092,reactive,scheduled_job,400.9055111836494,2025-11-09T12:24:50.345455
Eastern,medium,2.0,0.008075,0.0,0.008075,120,True,748,0.5,93.6,task_000093,reactive,api_request,0.6053440613609762,2025-11-09T12:30:46.712923
Northern,medium,2.0,1.202095,0.0,1.202095,70,True,533,0.5,93.6,task_000094,reactive,batch_analytics,105.03844439454532,2025-11-09T12:32:19.898307
Northern,medium,2.0,0.510201,0.0,0.510201,70,True,533,0.5,93.6,task_000095,reactive,ml_inference,44.581064977334464,2025-11-09T12:34:23.927549
Eastern,medium,2.0,0.006622,0.0,0.006622,120,True,748,0.5,93.6,task_000096,reactive,api_request,0.4963755792242603,2025-11-09T12:36:04.204630
Eastern,medium,2.0,0.01334,0.0,0.01334,120,True,748,0.5,93.6,task_000097,reactive,api_request,1.0,2025-11-09T12:36:14.601671
Eastern,medium,2.0,0.00486,0.0,0.00486,120,True,748,0.5,93.6,task_000098,reactive,api_request,0.36429621746124935,2025-11-09T12:38:54.947310
Eastern,medium,2.0,0.003873,0.0,0.003873,120,True,748,0.5,93.6,task_000099,reactive,api_request,0.29031286299614606,2025-11-09T12:39:28.743552
Eastern,medium,2.0,0.107378,0.0,0.107378,120,True,748,0.5,93.6,task_000100,reactive,data_processing,8.049239287704852,2025-11-09T12:42:04.359153
Eastern,medium,2.0,0.106172,0.0,0.106172,120,True,748,0.5,93.6,task_000101,reactive,ml_inference,7.958823493411299,2025-11-09T12:45:25.136161
Eastern,medium,2.0,0.010557,0.0,0.010557,120,True,748,0.5,93.6,task_000102,reactive,api_request,0.7913569096534991,2025-11-09T12:48:28.399875
Northern,medium,2.0,6.8666,0.0,6.8666,70,True,533,0.5,93.6,task_000103,reactive,scheduled_job,600.0,2025-11-09T12:48:49.665687
Eastern,medium,2.0,0.00454,0.0,0.00454,120,True,748,0.5,93.6,task_000104,reactive,api_request,0.34033949386885126,2025-11-09T12:50:30.189260
Eastern,medium,2.0,0.217946,0.0,0.217946,120,True,748,0.5,93.6,task_000105,reactive,ml_inference,16.33755009670377,2025-11-09T12:57:20.000079
Eastern,medium,2.0,0.00522,0.0,0.00522,120,True,748,0.5,93.6,task_000106,reactive,api_request,0.39132747292922454,2025-11-09T12:57:53.973397
Eastern,medium,2.0,0.012504,0.0,0.012504,120,True,748,0.5,93.6,task_000107,reactive,api_request,0.937302105152278,2025-11-09T13:00:39.521417
Eastern,medium,2.0,0.118798,0.0,0.118798,120,True,748,0.5,93.6,task_000108,reactive,ml_inference,8.905250231936012,2025-11-09T13:01:56.427549
Eastern,medium,2.0,0.005973,0.0,0.005973,120,True,748,0.5,93.6,task_000109,reactive,api_request,0.44773350111286936,2025-11-09T13:02:02.403911
Northern,medium,2.0,5.543216,0.0,5.543216,70,True,533,0.5,93.6,task_000110,reactive,scheduled_job,484.3634165964581,2025-11-09T13:02:05.213695
Northern,medium,2.0,3.793512,0.0,3.793512,70,True,533,0.5,93.6,task_000111,reactive,scheduled_job,331.47510800232016,2025-11-09T13:02:45.297554
Eastern,medium,2.0,0.028695,0.0,0.028695,120,True,748,0.5,93.6,task_000112,reactive,data_processing,2.151010409091811,2025-11-09T13:09:11.881958
Eastern,medium,2.0,0.008489,0.0,0.008489,120,True,748,0.5,93.6,task_000113,reactive,api_request,0.6363847041821353,2025-11-09T13:09:52.518095
Eastern,medium,2.0,0.375503,0.0,0.375503,120,True,748,0.5,93.6,task_000114,reactive,data_processing,28.14826176005903,2025-11-09T13:10:43.046573
Northern,medium,2.0,6.8666,0.0,6.8666,70,True,533,0.5,93.6,task_000115,reactive,scheduled_job,600.0,2025-11-09T13:11:46.057395
Northern,medium,2.0,0.68666,0.0,0.68666,70,True,533,0.5,93.6,task_000116,reactive,data_processing,60.0,2025-11-09T13:12:26.174220
Northern,medium,2.0,0.612746,0.0,0.612746,70,True,533,0.5,93.6,task_000117,reactive,data_processing,53.541394662112985,2025-11-09T13:15:29.845682
Eastern,medium,2.0,0.264979,0.0,0.264979,120,True,748,0.5,93.6,task_000118,reactive,ml_inference,19.863233001725703,2025-11-09T13:20:51.303800
Eastern,medium,2.0,0.00137,0.0,0.00137,120,True,748,0.5,93.6,task_000119,reactive,api_request,0.10271214388233176,2025-11-09T13:21:16.273241
Eastern,medium,2.0,0.01334,0.0,0.01334,120,True,748,0.5,93.6,task_000120,reactive,api_request,1.0,2025-11-09T13:21:52.680810
Northern,medium,2.0,2.207163,0.0,2.207163,70,True,533,0.5,93.6,task_000121,reactive,batch_analytics,192.86080901934375,2025-11-09T13:25:38.748271
Eastern,medium,2.0,0.258316,0.0,0.258316,120,True,748,0.5,93.6,task_000122,reactive,data_processing,19.36380266017833,2025-11-09T13:26:16.844319
Northern,medium,2.0,0.68666,0.0,0.68666,70,True,533,0.5,93.6,task_000123,reactive,data_processing,60.0,2025-11-09T13:26:40.897064
Eastern,medium,2.0,0.002725,0.0,0.002725,120,True,748,0.5,93.6,task_000124,reactive,api_request,0.2042871367078241,2025-11-09T13:27:59.162502
Eastern,medium,2.0,0.086772,0.0,0.086772,120,True,748,0.5,93.6,task_000125,reactive,data_processing,6.504573304986524,2025-11-09T13:30:45.337071
Eastern,medium,2.0,0.003501,0.0,0.003501,120,True,748,0.5,93.6,task_000126,reactive,api_request,0.26245016752875244,2025-11-09T13:31:29.173527
Northern,medium,2.0,1.460064,0.0,1.460064,70,True,533,0.5,93.6,task_000127,reactive,batch_analytics,127.57961460173652,2025-11-09T13:32:43.213155
Eastern,medium,2.0,0.001602,0.0,0.001602,120,True,748,0.5,93.6,task_000128,reactive,api_request,0.12011493003226949,2025-11-09T13:36:17.336856
Eastern,medium,2.0,0.233415,0.0,0.233415,120,True,748,0.5,93.6,task_000129,reactive,data_processing,17.497168463590995,2025-11-09T13:37:28.101215
Eastern,medium,2.0,0.005272,0.0,0.005272,120,True,748,0.5,93.6,task_000130,reactive,api_request,0.39522483598309033,2025-11-09T13:39:23.751928
Eastern,medium,2.0,0.001538,0.0,0.001538,120,True,748,0.5,93.6,task_000131,reactive,api_request,0.11529128120430542,2025-11-09T13:40:15.385021
Eastern,medium,2.0,0.003854,0.0,0.003854,120,True,748,0.5,93.6,task_000132,reactive,api_request,0.2889159293815576,2025-11-09T13:41:55.217963
Eastern,medium,2.0,0.136671,0.0,0.136671,120,True,748,0.5,93.6,task_000133,reactive,ml_inference,10.24508828868835,2025-11-09T13:44:21.450324
Eastern,medium,2.0,0.055655,0.0,0.055655,120,True,748,0.5,93.6,task_000134,reactive,data_processing,4.171958326122749,2025-11-09T13:48:02.764116
Northern,medium,2.0,2.785529,0.0,2.785529,70,True,533,0.5,93.6,task_000135,reactive,scheduled_job,243.3980685402571,2025-11-09T13:49:20.670700
Eastern,medium,2.0,0.005854,0.0,0.005854,120,True,748,0.5,93.6,task_000136,reactive,api_request,0.4388072752885509,2025-11-09T13:51:34.320398
Eastern,medium,2.0,0.002705,0.0,0.002705,120,True,748,0.5,93.6,task_000137,reactive,api_request,0.2027406427462138,2025-11-09T13:53:48.678832
Eastern,medium,2.0,0.011674,0.0,0.011674,120,True,748,0.5,93.6,task_000138,reactive,api_request,0.8750742295379998,2025-11-09T13:56:11.379454
Eastern,medium,2.0,0.253751,0.0,0.253751,120,True,748,0.5,93.6,task_000139,reactive,data_processing,19.021555627262927,2025-11-09T14:00:10.173888
Eastern,medium,2.0,0.141539,0.0,0.141539,120,True,748,0.5,93.6,task_000140,reactive,ml_inference,10.61001228327073,2025-11-09T14:00:15.308440
Eastern,medium,2.0,0.074316,0.0,0.074316,120,True,748,0.5,93.6,task_000141,reactive,data_processing,5.570874312591587,2025-11-09T14:05:20.674168
Eastern,medium,2.0,0.308896,0.0,0.308896,120,True,748,0.5,93.6,task_000142,reactive,data_processing,23.155326597488802,2025-11-09T14:07:27.382049
Eastern,medium,2.0,0.374759,0.0,0.374759,120,True,748,0.5,93.6,task_000143,reactive,data_processing,28.09252544183154,2025-11-09T14:09:53.441742
Eastern,medium,2.0,0.003354,0.0,0.003354,120,True,748,0.5,93.6,task_000144,reactive,api_request,0.25140222945911794,2025-11-09T14:10:13.378850
Eastern,medium,2.0,0.005551,0.0,0.005551,120,True,748,0.5,93.6,task_000145,reactive,api_request,0.4161049096918197,2025-11-09T14:11:05.698969
Eastern,medium,2.0,0.01334,0.0,0.01334,120,True,748,0.5,93.6,task_000146,reactive,api_request,1.0,2025-11-09T14:12:06.318728
Eastern,medium,2.0,0.010115,0.0,0.010115,120,True,748,0.5,93.6,task_000147,reactive,api_request,0.7582206652109997,2025-11-09T14:13:10.016804
Eastern,medium,2.0,0.001334,0.0,0.001334,120,True,748,0.5,93.6,task_000148,reactive,api_request,0.1,2025-11-09T14:17:40.872714
Eastern,medium,2.0,0.002777,0.0,0.002777,120,True,748,0.5,93.6,task_000149,reactive,api_request,0.2081336351833244,2025-11-09T14:23:26.788863
Eastern,medium,2.0,0.224595,0.0,0.224595,120,True,748,0.5,93.6,task_000150,reactive,data_processing,16.835974733869644,2025-11-09T14:24:54.768477
Eastern,medium,2.0,0.005249,0.0,0.005249,120,True,748,0.5,93.6,task_000151,reactive,api_request,0.3934620071064175,2025-11-09T14:26:23.113152
Eastern,medium,2.0,0.005649,0.0,0.005649,120,True,748,0.5,93.6,task_000152,reactive,api_request,0.42344631593498655,2025-11-09T14:27:16.095796
Eastern,medium,2.0,0.355262,0.0,0.355262,120,True,748,0.5,93.6,task_000153,reactive,data_processing,26.631002470338974,2025-11-09T14:28:26.092296
Eastern,medium,2.0,0.004562,0.0,0.004562,120,True,748,0.5,93.6,task_000154,reactive,api_request,0.3419390482919972,2025-11-09T14:30:34.299552
Eastern,medium,2.0,0.253251,0.0,0.253251,120,True,748,0.5,93.6,task_000155,reactive,data_processing,18.984127251753335,2025-11-09T14:31:11.392154
Northern,medium,2.0,5.446244,0.0,5.446244,70,True,533,0.5,93.6,task_000156,reactive,scheduled_job,475.88997806832526,2025-11-09T14:34:00.229104
Eastern,medium,2.0,0.313877,0.0,0.313877,120,True,748,0.5,93.6,task_000157,reactive,ml_inference,23.528744785223708,2025-11-09T14:34:02.561588
Eastern,medium,2.0,0.001977,0.0,0.001977,120,True,748,0.5,93.6,task_000158,reactive,api_request,0.1481939723720895,2025-11-09T14:34:06.458449
Eastern,medium,2.0,0.005384,0.0,0.005384,120,True,748,0.5,93.6,task_000159,reactive,api_request,0.40357032913710994,2025-11-09T14:36:32.723877
Eastern,medium,2.0,0.225084,0.0,0.225084,120,True,748,0.5,93.6,task_000160,reactive,data_processing,16.872642355131116,2025-11-09T14:37:53.075872
Eastern,medium,2.0,0.055358,0.0,0.055358,120,True,748,0.5,93.6,task_000161,reactive,data_processing,4.149734214373712,2025-11-09T14:41:05.616295
Eastern,medium,2.0,0.005609,0.0,0.005609,120,True,748,0.5,93.6,task_000162,reactive,api_request,0.4204763012134906,2025-11-09T14:42:03.812908
Eastern,medium,2.0,0.002169,0.0,0.002169,120,True,748,0.5,93.6,task_000163,reactive,api_request,0.1626113329293689,2025-11-09T14:42:18.498927
Northern,medium,2.0,0.464789,0.0,0.464789,70,True,533,0.5,93.6,task_000164,reactive,ml_inference,40.613043532368685,2025-11-09T14:43:33.081223
Eastern,medium,2.0,0.351096,0.0,0.351096,120,True,748,0.5,93.6,task_000165,reactive,data_processing,26.318681582650413,2025-11-09T14:44:25.161004
Eastern,medium,2.0,0.096004,0.0,0.096004,120,True,748,0.5,93.6,task_000166,reactive,data_processing,7.196638618409272,2025-11-09T14:46:35.850302
Eastern,medium,2.0,0.010297,0.0,0.010297,120,True,748,0.5,93.6,task_000167,reactive,api_request,0.771877875015831,2025-11-09T14:47:07.774305
Northern,medium,2.0,0.651965,0.0,0.651965,70,True,533,0.5,93.6,task_000168,reactive,ml_inference,56.96834506944791,2025-11-09T14:47:19.805937
Eastern,medium,2.0,0.204234,0.0,0.204234,120,True,748,0.5,93.6,task_000169,reactive,ml_inference,15.30969537248612,2025-11-09T14:50:36.870424
Northern,medium,2.0,2.281812,0.0,2.281812,70,True,533,0.5,93.6,task_000170,reactive,scheduled_job,199.3835563929716,2025-11-09T14:54:56.668082
Eastern,medium,2.0,0.009442,0.0,0.009442,120,True,748,0.5,93.6,task_000171,reactive,api_request,0.7077915462675847,2025-11-09T14:55:13.053895
Northern,medium,2.0,0.607584,0.0,0.607584,70,True,533,0.5,93.6,task_000172,reactive,data_processing,53.09037861626773,2025-11-09T14:55:24.801514
Eastern,medium,2.0,0.065977,0.0,0.065977,120,True,748,0.5,93.6,task_000173,reactive,ml_inference,4.945756486384742,2025-11-09T15:00:43.970670
Eastern,medium,2.0,0.104223,0.0,0.104223,120,True,748,0.5,93.6,task_000174,reactive,data_processing,7.812698163652713,2025-11-09T15:03:13.624143
Eastern,medium,2.0,0.179586,0.0,0.179586,120,True,748,0.5,93.6,task_000175,reactive,data_processing,13.46201604547979,2025-11-09T15:05:48.621360
Eastern,medium,2.0,0.003858,0.0,0.003858,120,True,748,0.5,93.6,task_000176,reactive,api_request,0.28918759011733386,2025-11-09T15:06:43.541745
