aging_rate_pct,strategy,task_id,server_age_years,duration_s,operational_g,embodied_g,total_carbon_g,power_w,energy_kwh,timestamp
5.0,operational_only,112,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527994
5.0,operational_only,113,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527995
5.0,operational_only,114,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527996
5.0,operational_only,115,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527998
5.0,operational_only,116,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527999
5.0,operational_only,117,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528000
5.0,operational_only,118,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528001
5.0,operational_only,119,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528002
5.0,operational_only,120,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528004
5.0,operational_only,121,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528006
5.0,operational_only,122,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528008
5.0,operational_only,123,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528009
5.0,operational_only,124,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528010
5.0,operational_only,125,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528011
5.0,operational_only,126,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528012
5.0,operational_only,127,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528014
5.0,operational_only,128,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528015
5.0,operational_only,129,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528017
5.0,operational_only,130,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528018
5.0,operational_only,131,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528019
5.0,operational_only,132,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528020
5.0,operational_only,133,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528022
5.0,operational_only,134,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528023
5.0,operational_only,135,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528024
5.0,operational_only,136,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528025
5.0,operational_only,137,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528026
5.0,operational_only,138,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528028
5.0,operational_only,139,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528029
5.0,operational_only,140,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528030
5.0,operational_only,141,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528031
5.0,operational_only,142,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528032
5.0,operational_only,143,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528034
5.0,operational_only,144,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528035
5.0,operational_only,145,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528036
5.0,operational_only,146,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528037
5.0,operational_only,147,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528038
5.0,operational_only,148,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528040
5.0,operational_only,149,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528046
5.0,operational_only,150,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528047
5.0,operational_only,151,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528048
5.0,operational_only,152,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528050
5.0,operational_only,153,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528054
5.0,operational_only,154,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528056
5.0,operational_only,155,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528057
5.0,operational_only,156,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528058
5.0,operational_only,157,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528059
5.0,operational_only,158,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528060
5.0,operational_only,159,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528061
5.0,operational_only,160,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528062
5.0,operational_only,161,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528065
5.0,operational_only,162,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528066
5.0,operational_only,163,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528067
5.0,operational_only,164,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528068
5.0,operational_only,165,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528069
5.0,operational_only,166,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528071
5.0,operational_only,167,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528072
5.0,operational_only,168,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528073
5.0,operational_only,169,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528074
5.0,operational_only,170,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528076
5.0,operational_only,171,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528077
5.0,operational_only,172,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528078
5.0,operational_only,173,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528081
5.0,operational_only,174,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528082
5.0,operational_only,175,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528083
5.0,operational_only,176,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528084
5.0,operational_only,177,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528086
5.0,operational_only,178,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528087
5.0,operational_only,179,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528088
5.0,operational_only,180,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528089
5.0,operational_only,181,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528090
5.0,operational_only,182,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528092
5.0,operational_only,183,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528093
5.0,operational_only,184,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528094
5.0,operational_only,185,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528095
5.0,operational_only,186,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528096
5.0,operational_only,187,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528098
5.0,operational_only,188,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528099
5.0,operational_only,189,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528100
5.0,operational_only,190,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528101
5.0,operational_only,191,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528102
5.0,operational_only,192,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528104
5.0,operational_only,193,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528105
5.0,operational_only,194,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528106
5.0,operational_only,195,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528107
5.0,operational_only,196,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528109
5.0,operational_only,197,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528110
5.0,operational_only,198,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528111
5.0,operational_only,199,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.528114
5.0,embodied_prioritized,0,4.0,14400.0,200.30399999999997,12.046543463381248,212.35054346338123,78.0,0.312,2025-11-09T22:21:52.528223
